Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Train IoU,Val IoU
1,0.5637903459370136,0.5476784825325012,0.8883822500933591,0.9082138346804824,0.16571276518975592,0.249087954096802
2,0.5106048464775086,0.505220702290535,0.9513571941970951,0.9401401326114789,0.27596576781217047,0.32435092685171824
3,0.4775841347873211,0.46970644891262053,0.9580416890349996,0.9549402187226608,0.3504580425777177,0.39673734210734485
4,0.45493977181613443,0.44716857373714447,0.9589612101499835,0.9554254232646665,0.3909996634392432,0.421089008738279
5,0.4370270289480686,0.4289810240268707,0.960162821611339,0.9590014302035595,0.41692653811592345,0.445785112494604
6,0.42011335827410223,0.4143072605133057,0.9622784993822725,0.9579498341447928,0.4442957047738229,0.4520564275853362
7,0.4052584059536457,0.39239748418331144,0.9634634772403168,0.9654881352492738,0.46103388937757156,0.49607438025676864
8,0.3892908710986376,0.38292684853076936,0.9660363553680908,0.9638357919355798,0.4866890929289062,0.4932906040249249
9,0.3750983841717243,0.36645524203777313,0.9675577217681692,0.968011015188544,0.5047674936647649,0.5204084733989723
10,0.3597221694886684,0.35187026858329773,0.9694340762178048,0.9692117079004152,0.5248324917999976,0.5338290329946156
11,0.3445003852248192,0.3374741762876511,0.9712289389179528,0.9688792665930558,0.5411130763125848,0.530773746861965
12,0.3292915400117636,0.3301549762487411,0.9723815633976778,0.9681782370717013,0.5518488080466648,0.5323076757196439
13,0.3140056703239679,0.30804688334465025,0.9736575122912914,0.9729323080529279,0.5636934269976067,0.5714138025605843
14,0.29708190709352494,0.3001671463251114,0.9752130535875377,0.9718432438495692,0.5804229450062784,0.5652378547315812
15,0.2833349475637078,0.27582307159900665,0.9760836763620271,0.9765154379311786,0.5882095004959802,0.6035837715455541
16,0.26808482594788074,0.26218932271003725,0.9772478011002391,0.9776206382323235,0.6029684964763378,0.6196142103121521
17,0.2542615430429578,0.24932627230882645,0.9783455435975941,0.9792545676891711,0.615646214350859,0.6297203709867923
18,0.24222303032875062,0.23578602224588394,0.9792810419971094,0.9803658067877216,0.6261527670866451,0.6423644164261813
19,0.22936586551368238,0.22600028961896895,0.9804136732690607,0.9813896305972036,0.6393477338888246,0.6591310425446565
20,0.21928352471441032,0.21459815949201583,0.98105042297583,0.9818111250402475,0.6483792874429721,0.6567560173980577
21,0.2074101209640503,0.20235414654016495,0.9822124828536553,0.983403520799976,0.6630984550613143,0.6754343018698283
22,0.19821180384606124,0.1945249393582344,0.9828640002206209,0.9834314412582146,0.6708432628360218,0.6817129977115328
23,0.18913886398077012,0.1827236756682396,0.9835072137309273,0.9843507905637723,0.6791821212142978,0.6943676904704635
24,0.179649069160223,0.17317894846200943,0.9842417885664472,0.9849006637039626,0.6901444567619998,0.6933272389488321
25,0.17093206960707902,0.1694675490260124,0.9849399213227731,0.9848982460119021,0.6993408938344815,0.7034372159635207
26,0.1645574625581503,0.1598503202199936,0.98521156863606,0.9858867223691009,0.7048656254307379,0.715153303021127
27,0.15787611529231071,0.1525263860821724,0.9856281958415335,0.9863428105427039,0.710829913983319,0.7193804710881175
28,0.1522036286070943,0.14769670814275743,0.9859922381358396,0.9863606660192118,0.7146337189443119,0.7239903503067328
29,0.14562395941466094,0.1432613328099251,0.9865226634802392,0.9863942825279535,0.723542620830456,0.727685554390323
30,0.1409018042497337,0.13801931142807006,0.9867083032343998,0.986932101915121,0.7268125196568195,0.7313455851369028
