Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Train IoU,Val IoU
1,0.5280666202306747,0.5151417672634124,0.9327649018113541,0.9276389929907171,0.17041799009346506,0.26871688598932686
2,0.4960756555199623,0.4788506060838699,0.9443613685748061,0.9462722780932707,0.30563226560152634,0.35960429319134607
3,0.4672711655497551,0.44841082990169523,0.9517996870260927,0.9563796850901912,0.3711794677049275,0.42251843027503533
4,0.4375955808907747,0.4309817969799042,0.9578566736688335,0.9530541902649652,0.4258786774499726,0.4307961868725942
5,0.4104309219866991,0.40608440041542054,0.9626684164093127,0.958040640619909,0.46887536783447165,0.4702175358279574
6,0.3863792009651661,0.38373526334762575,0.9658328976228061,0.9606914961819499,0.4965101637740103,0.4829422773510255
7,0.3642765250056982,0.35681465864181516,0.9685094382372708,0.9655810695775751,0.5243484223867835,0.5192697265210475
8,0.34344757795333863,0.3389413744211197,0.9712665099210407,0.9682358101373408,0.5483525210021484,0.5354903288108643
9,0.32171701528131963,0.31190178692340853,0.9732827511154084,0.9727239930844005,0.5668896671481916,0.5686716184760402
10,0.3013839617371559,0.2907466858625412,0.9749196708233948,0.9746974828283369,0.5817913127572661,0.5867669388214811
11,0.28259479999542236,0.27773959934711456,0.976682706219654,0.9759754052923629,0.601053391545622,0.6032921205958257
12,0.2660293348133564,0.25870333462953565,0.9777759334252221,0.9779017418754088,0.6115275652498652,0.617085076443232
13,0.2492007130756974,0.24565965980291365,0.9791656747994291,0.9786036446009149,0.6268671327609779,0.6273522530378182
14,0.2342495011165738,0.23141081631183624,0.9803395780917455,0.9799391829002995,0.64136703354976,0.643073247730345
15,0.22093351762741803,0.21574901193380355,0.9813133419047009,0.9813397142534409,0.6537416606120313,0.6601105261583043
16,0.20785192791372537,0.2037565216422081,0.9824557299347706,0.982323151583936,0.6678458307087314,0.6697672005851016
17,0.19688171781599523,0.1931823179125786,0.9832972427549074,0.9839533680153377,0.6789109105605817,0.6849300168927578
18,0.18683978598564863,0.1833652600646019,0.9841184801735628,0.984094836212233,0.6905829244962473,0.6916429669178809
19,0.17713695876300334,0.17402805089950563,0.9846560425348185,0.9846982711233455,0.6969816809957646,0.7036527342788536
20,0.16836426742374896,0.16271651089191436,0.9853288697442304,0.9860354971265334,0.7072302860004128,0.7147384160029985
