Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Train IoU,Val IoU
1,0.5364667572081089,0.5301744043827057,0.9283572760782284,0.9210278676953153,0.11569980376338103,0.2312374819619849
2,0.5050395291298628,0.5025710433721542,0.945568169939308,0.9348820518696485,0.23984620312478427,0.2971555188752989
3,0.4763771124184132,0.4715962499380112,0.9531336127791156,0.9463106187446058,0.31854375076617353,0.386694636165107
4,0.4498715654015541,0.43893949389457704,0.9576061808314167,0.9619180555105074,0.3873615777513199,0.45245093912643103
5,0.42694440558552743,0.42178424894809724,0.9603318379077976,0.9567954811598257,0.4237439283123454,0.4528437167346262
6,0.4059075087308884,0.3957442224025726,0.9629509421382465,0.9638647870480335,0.4583833118808872,0.49370434648100775
7,0.3868738427758217,0.3808802753686905,0.9657118808810845,0.964282789413916,0.48321565746032435,0.49873718010952817
8,0.3701698236167431,0.3600654423236847,0.9674245154199411,0.9685989884075088,0.49763438207211247,0.5293102740357511
9,0.35119359865784644,0.34238955974578855,0.9697801763972986,0.9729670725771347,0.5242571758676392,0.5478042279846781
10,0.3338440675288439,0.31898864507675173,0.9718272100372908,0.9724570214223422,0.5422015458813382,0.5577641119547249
11,0.3159170623868704,0.3035110175609589,0.9732706997145958,0.9752878107685353,0.5605415521425766,0.5780090213806547
12,0.2981397520750761,0.28680781424045565,0.9748712227247082,0.9755203049416141,0.5775191897154226,0.5898250988991335
13,0.28113440815359353,0.28149316906929017,0.9762551094380764,0.973772302443636,0.5916799855400439,0.5834666207994342
14,0.26631550416350364,0.25641076266765594,0.9771492127269095,0.9787154149278908,0.6001885711370158,0.6148006521824673
15,0.25216098930686714,0.2451816737651825,0.978200695392217,0.9786577049339698,0.6135082899414138,0.6270184470678556
16,0.23779368307441473,0.24276928305625917,0.9792418768266566,0.975433869673093,0.623669419329393,0.6030744277718715
17,0.22566812317818402,0.21990396380424498,0.9799903349299112,0.9808415415230192,0.6349902273692656,0.6432605111144067
18,0.21411182228475809,0.21070253551006318,0.9810205311045134,0.9807978837391431,0.647776912864785,0.6542373147085265
19,0.20550729371607304,0.20420448631048202,0.981462549399622,0.9810731509327603,0.6529373331701623,0.655249187078161
20,0.19566163066774606,0.19182961136102678,0.9822146508483894,0.9824845655493509,0.6615295761052371,0.6728292337392902
21,0.1865955635905266,0.18083687275648117,0.9828091421226638,0.9834578827588147,0.6698121920264422,0.6855605220404832
22,0.1772701872512698,0.17855737805366517,0.9836780059998901,0.9829692227044499,0.6819745891933511,0.6806497020512697
23,0.17035810835659504,0.16650474071502686,0.9840748763482935,0.9843622132252619,0.6870191247786919,0.6930130775388857
24,0.16238653045147658,0.16172850131988525,0.9847425048333016,0.9849315378512296,0.6985333888866743,0.7048650669780248
25,0.15542820952832698,0.15759775936603546,0.9853016504428271,0.9847304671396637,0.7044760296969835,0.7040491831473841
26,0.15023831259459258,0.14909347146749496,0.985684071029469,0.9857867876718999,0.7112429066347307,0.7082385884630648
27,0.14513148739933968,0.14462924301624297,0.9858749427689532,0.986059907160492,0.7146700657692784,0.7189221373669994
28,0.13982057701796294,0.13917402029037476,0.9863618733510319,0.9863325847172044,0.7212749351128891,0.7266277551622269
29,0.13586842864751816,0.13738358095288278,0.9865615220142164,0.9864927615213833,0.7248505428911901,0.7282487240421261
30,0.13108091205358505,0.13096315264701844,0.9869406111037399,0.987032185038642,0.7304848475812352,0.7343541363085309
31,0.12741669239476322,0.12634227201342582,0.9872052523574075,0.987144687233948,0.734440838870204,0.7392118987636086
32,0.12337316134944558,0.12367459312081337,0.9874512139075746,0.9875577304068759,0.7382810694378265,0.7382833237239433
33,0.11986192213371397,0.12154484987258911,0.9877285900060536,0.9873477918117157,0.7426404515153492,0.7390932576353781
34,0.11628409987315536,0.11529310792684555,0.9880136342508657,0.9882001462968248,0.7476796716600539,0.7509909001873772
35,0.11273437328636646,0.11161077618598939,0.988325407356371,0.9883713152701201,0.7527123706871113,0.7556323875257882
36,0.11013762895017862,0.1077614925801754,0.9884734668217596,0.9886300820722472,0.7552964305151397,0.7559928434149484
37,0.10756415324285626,0.10753682255744934,0.9886142224835408,0.988521422142906,0.7568893542670183,0.7599784490357789
38,0.10516049573197961,0.10711727291345596,0.9888263064166988,0.9887155695354598,0.7610899965747059,0.7641200135231497
39,0.10254366965964437,0.10230973586440087,0.9890128235169088,0.9890675269417277,0.7650167772255753,0.7647275789995993
40,0.10043007247149945,0.10014112144708634,0.9891755775380959,0.9892297870060696,0.7670766117794104,0.7693999957279725
41,0.09875335618853569,0.09642809107899666,0.9892582550871228,0.9894262852635022,0.7680284187299875,0.7719512132435619
42,0.09671413032338023,0.10020898655056953,0.9894372598219392,0.9890055720787244,0.7720991920550597,0.7611896901212066
43,0.09507974684238434,0.09376143515110016,0.9895450436453801,0.9898252579274626,0.773541253083376,0.7727677835802039
44,0.09368575690314174,0.09401560500264168,0.9895723780464383,0.9896098206432535,0.7740984366913677,0.7744897391656397
45,0.09188849711790681,0.09399698451161384,0.9897034538957421,0.9896721210199886,0.7763287662328445,0.7748764173394814
46,0.08956129718571901,0.09187766313552856,0.9899410470643787,0.9896531218924013,0.7799278575264431,0.7776355225862378
47,0.08853254923596979,0.0887869082391262,0.9900238060725952,0.9899771116985527,0.7822480509863132,0.7833554039100488
48,0.08693210845813155,0.0861134596168995,0.990149132280523,0.9901645088760582,0.7838011822557275,0.7854453316172597
49,0.08552050665020942,0.08723142892122268,0.990230533390853,0.9899790692377433,0.785491028470057,0.7834555177530937
50,0.08407418066635727,0.0830020159482956,0.9903750331295529,0.9904953683400488,0.7878487907363799,0.7896643879182613
