Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Train IoU,Val IoU
1,0.5349688522517682,0.5158421099185944,0.9282166568961949,0.9360825603808174,0.16894544317613577,0.2530256726544011
2,0.4974820714443922,0.49604151844978334,0.946682838347853,0.9325087988182851,0.30689118456078324,0.32549418159236265
3,0.46208559088408946,0.4619815289974213,0.9559123578154788,0.9474342856647536,0.3840945579681172,0.40713905774637876
4,0.4299163416028023,0.43689302206039426,0.9613364541209624,0.948601303385257,0.4469578604294967,0.42168532820053717
5,0.40571502819657324,0.40922575891017915,0.9637372749671279,0.958217718009487,0.48071176573171387,0.47357300499283517
6,0.3830242671072483,0.3795753926038742,0.9668836649196052,0.9641543531029299,0.5127399109497538,0.5085780922059688
7,0.3620929602533579,0.3597582519054413,0.9693716011066861,0.96559408990941,0.5350066003030891,0.5214176380353696
8,0.342525315657258,0.3353359282016754,0.9714281509361581,0.9700646735437591,0.5546751551420406,0.5554928671821197
9,0.3221622757613659,0.3120955914258957,0.9734708675348499,0.9738443352021815,0.5715611614582977,0.5835526941121342
10,0.3026177644729614,0.2982760936021805,0.9754731229331012,0.9742168615236296,0.5933459032004479,0.5903228813039392
11,0.2843130324035883,0.2873013734817505,0.9770166063793841,0.9742179593947035,0.6102870818061759,0.591858757392463
12,0.2675048837438226,0.25968801975250244,0.9783566762576548,0.9794003291466212,0.6236470393595108,0.638261938766992
13,0.25123703125864266,0.24704461693763732,0.979722505055738,0.9796649550575437,0.6384244292167276,0.6410601363012153
14,0.23572105262428522,0.23153362721204757,0.9809645712133565,0.9808005855079605,0.653300922591891,0.6573755475562134
15,0.22161888871341945,0.22425340861082077,0.9819429947637927,0.9810571816832512,0.6650454370970454,0.6613491026226286
16,0.20887604169547558,0.20669351667165756,0.9828363432737542,0.9827058201887148,0.6767594021856622,0.6790799416301149
17,0.1975516952574253,0.1935339093208313,0.9836111664978181,0.9841924410511745,0.6871498552996488,0.6923880401170015
18,0.18706509917974473,0.18488780409097672,0.9844066691255737,0.9847403375640394,0.6968565603767964,0.7029983296923422
19,0.17797313965857028,0.17572725117206572,0.9849273621247818,0.985083013283756,0.7049569093149126,0.7084883185977541
20,0.1677071051672101,0.16566203087568282,0.985735304997118,0.9858150454518233,0.7162154985096009,0.720067756370429
21,0.16077491454780102,0.16038720607757567,0.986087751354827,0.9855264680344913,0.7210653525046627,0.7195302807104467
22,0.1517638361081481,0.15164831280708313,0.9868068439474846,0.9864126037999691,0.7318081336931112,0.7279209723255242
23,0.1450668526813388,0.14510998129844666,0.9871468666203033,0.9867436608502904,0.7365421697051562,0.7324535898664334
24,0.13919754438102244,0.14109099358320237,0.9875524885082649,0.987031520128425,0.7419196265648845,0.738955339756704
25,0.13345874417573214,0.13282349854707717,0.9879189748941873,0.9878257127960772,0.7480540780332773,0.748969678171695
26,0.1285073883831501,0.12816962525248526,0.9881256201178723,0.9880689560200278,0.7510601598017114,0.751894085925553
27,0.12374883061274886,0.12350821569561958,0.9884186813258033,0.9883887177842042,0.7558449802226062,0.7568457720877613
28,0.11972621092572808,0.12026501446962357,0.9886826656761412,0.9884137286305853,0.7600788784399218,0.7561384377701234
29,0.11504076179116965,0.11781968548893929,0.9889998265445259,0.9883696242467346,0.7657185370757161,0.7597433854267825
30,0.11214428804814816,0.11179395914077758,0.9890725845400321,0.9890212094693643,0.7663510598810652,0.7646907466082802
